year_month,state,district,pincode,risk_category,risk_reason,anomaly_score,total_activity,trend_status,policy_recommendation
2025-09,rajasthan,banswara,327001,CRITICAL,Unusual activity spike (>50% increase),-0.26585721333622536,6656.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,hardoi,241001,CRITICAL,Unusual activity spike (>50% increase),-0.26585721333622536,7284.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,jabalpur,482001,CRITICAL,Unusual activity spike (>50% increase),-0.2654888381263648,7344.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,purnia,854315,CRITICAL,Unusual activity spike (>50% increase),-0.2649678340210281,7992.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,thane,421301,CRITICAL,Unusual activity spike (>50% increase),-0.2639268827270911,6779.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,nashik,422204,CRITICAL,Unusual activity spike (>50% increase),-0.2638190206393797,8425.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,kishanganj,855101,CRITICAL,Unusual activity spike (>50% increase),-0.26340693506197543,11692.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,durg,491001,CRITICAL,Unusual activity spike (>50% increase),-0.26333156383556466,9417.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,delhi,north east delhi,110094,CRITICAL,Unusual activity spike (>50% increase),-0.26131839190281936,10568.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,thane,400612,CRITICAL,Unusual activity spike (>50% increase),-0.2602946258323525,6689.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,jhabua,457661,CRITICAL,Unusual activity spike (>50% increase),-0.2602946258323525,6620.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,bikaner,334001,CRITICAL,Unusual activity spike (>50% increase),-0.2601427786442403,5675.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,etah,207001,CRITICAL,Unusual activity spike (>50% increase),-0.25910835206764804,6852.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,kishanganj,855107,CRITICAL,Unusual activity spike (>50% increase),-0.2587309773411435,10587.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,pilibhit,262122,CRITICAL,Unusual activity spike (>50% increase),-0.2580753243021572,8079.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,sambhal,244302,CRITICAL,Unusual activity spike (>50% increase),-0.2580753243021572,7127.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,pilibhit,262201,CRITICAL,Unusual activity spike (>50% increase),-0.25652840128766385,6927.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,gujarat,surat,394210,CRITICAL,Unusual activity spike (>50% increase),-0.2561644851474454,6982.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,delhi,south delhi,110062,CRITICAL,Unusual activity spike (>50% increase),-0.2551354382480908,6425.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,moradabad,244001,CRITICAL,Unusual activity spike (>50% increase),-0.2546348188403038,15534.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,gautam buddha nagar,201301,CRITICAL,Unusual activity spike (>50% increase),-0.2541077828851287,6186.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,banda,210001,CRITICAL,Unusual activity spike (>50% increase),-0.2539571635584994,6643.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,ghaziabad,201102,CRITICAL,Unusual activity spike (>50% increase),-0.2530815171768436,6807.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,bulandshahr,203001,CRITICAL,Unusual activity spike (>50% increase),-0.252931101526329,6392.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,sheikhpura,811105,CRITICAL,Unusual activity spike (>50% increase),-0.2525689048558647,6849.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,meerut,250002,CRITICAL,Unusual activity spike (>50% increase),-0.25232557256960675,13855.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,ratlam,457001,CRITICAL,No specific concerns,-0.2518028376233936,10723.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,udham singh nagar,244713,CRITICAL,Unusual activity spike (>50% increase),-0.25136527995888136,12771.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,ghaziabad,201001,CRITICAL,Unusual activity spike (>50% increase),-0.2510331472101617,6171.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,gujarat,surat,395010,CRITICAL,Unusual activity spike (>50% increase),-0.2510331472101617,6561.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,kheri,262804,CRITICAL,Unusual activity spike (>50% increase),-0.2508831380859815,6706.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,baloda bazar,493118,CRITICAL,Unusual activity spike (>50% increase),-0.25079178688280057,6738.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,bahraich,271865,CRITICAL,Unusual activity spike (>50% increase),-0.2507796887946371,9512.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,haryana,faridabad,121004,CRITICAL,Unusual activity spike (>50% increase),-0.25071447336024144,10066.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,hapur,245101,CRITICAL,Unusual activity spike (>50% increase),-0.25062462077248104,8510.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,aligarh,202001,CRITICAL,Unusual activity spike (>50% increase),-0.25061104715765603,12299.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,udham singh nagar,262401,CRITICAL,Unusual activity spike (>50% increase),-0.2505977359611138,8787.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,jalna,431203,CRITICAL,Unusual activity spike (>50% increase),-0.2505868279178336,5759.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,ghaziabad,201001,CRITICAL,Unusual activity spike (>50% increase),-0.25054732435421023,8775.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,firozabad,283203,CRITICAL,Unusual activity spike (>50% increase),-0.2505352301801327,11236.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,guna,473001,CRITICAL,Unusual activity spike (>50% increase),-0.2505219203195359,5734.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,nashik,423203,CRITICAL,No specific concerns,-0.25044432681963213,10266.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,delhi,north west delhi,110086,CRITICAL,Unusual activity spike (>50% increase),-0.25023676671276174,15022.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,shahjahanpur,242001,CRITICAL,Unusual activity spike (>50% increase),-0.2502049394126644,10305.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,udham singh nagar,263148,CRITICAL,Unusual activity spike (>50% increase),-0.2502049394126644,8633.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,CRITICAL,Unusual activity spike (>50% increase),-0.25008680356414414,5554.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,jalor,343041,CRITICAL,Unusual activity spike (>50% increase),-0.2495653234473274,5083.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,moradabad,244001,CRITICAL,No specific concerns,-0.24933524234292737,15694.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,agra,282001,CRITICAL,Unusual activity spike (>50% increase),-0.24933214748408428,9639.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,haridwar,247663,CRITICAL,Unusual activity spike (>50% increase),-0.24932154844320376,8729.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,rae bareli,229001,CRITICAL,Unusual activity spike (>50% increase),-0.2492340932282222,5751.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,raipur,492001,CRITICAL,Unusual activity spike (>50% increase),-0.24870573794445194,10420.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,ahmadnagar,422605,CRITICAL,Unusual activity spike (>50% increase),-0.2486316972010889,4669.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,surguja,497001,CRITICAL,Unusual activity spike (>50% increase),-0.2485682532128749,11120.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,barwani,451666,CRITICAL,Unusual activity spike (>50% increase),-0.24848046814049374,6373.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,delhi,west delhi,110041,CRITICAL,Unusual activity spike (>50% increase),-0.24846840705882045,6827.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,katni,483501,CRITICAL,Unusual activity spike (>50% increase),-0.2484645478341454,8292.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,bareilly,243503,CRITICAL,Unusual activity spike (>50% increase),-0.2483309656295144,6792.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,gujarat,surat,395010,CRITICAL,Unusual activity spike (>50% increase),-0.24816287052096941,8568.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,aligarh,202001,CRITICAL,Sharp decline in activity (>30% drop),-0.24813274721661716,7202.0,DECLINING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,kondagaon,494226,CRITICAL,Unusual activity spike (>50% increase),-0.24812220633422222,11428.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,sidhi,486661,CRITICAL,Unusual activity spike (>50% increase),-0.2479709677734564,6313.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,sitamarhi,843302,CRITICAL,Unusual activity spike (>50% increase),-0.2479709677734564,6749.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,kheri,262802,CRITICAL,Unusual activity spike (>50% increase),-0.24782156637961894,6429.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,meerut,250002,CRITICAL,No specific concerns,-0.24772711137924597,11445.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,sambhal,244302,CRITICAL,Unusual activity spike (>50% increase),-0.24765505737954652,9086.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,rampur,244901,CRITICAL,Unusual activity spike (>50% increase),-0.24765358496345835,11352.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,haridwar,247667,CRITICAL,Unusual activity spike (>50% increase),-0.2476430095135127,11879.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,saharanpur,247001,CRITICAL,Unusual activity spike (>50% increase),-0.24755057777032907,12692.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,aurangabad,431001,CRITICAL,Unusual activity spike (>50% increase),-0.24747506794930685,15552.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,nashik,423203,CRITICAL,No specific concerns,-0.24736894205707882,14521.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,gujarat,surat,394210,CRITICAL,Unusual activity spike (>50% increase),-0.24729391088791475,8578.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,kawardha,491995,CRITICAL,Unusual activity spike (>50% increase),-0.2471340755678837,13588.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,uttar dinajpur,733207,CRITICAL,Unusual activity spike (>50% increase),-0.24684752011995081,7423.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,bastar,494001,CRITICAL,Unusual activity spike (>50% increase),-0.24674462327020819,8467.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,tonk,304001,CRITICAL,Unusual activity spike (>50% increase),-0.24653150967837312,5404.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,madhya pradesh,ratlam,457001,CRITICAL,Unusual activity spike (>50% increase),-0.24647127036816752,7448.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,jalgaon,425001,CRITICAL,Unusual activity spike (>50% increase),-0.24643537722099873,5342.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,rajasthan,nagaur,341001,CRITICAL,Unusual activity spike (>50% increase),-0.24619261363993927,6827.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,nainital,263139,CRITICAL,Unusual activity spike (>50% increase),-0.2461292635442266,11935.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,delhi,west delhi,110059,CRITICAL,No specific concerns,-0.24612579704883686,12577.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,maharashtra,thane,421301,CRITICAL,Unusual activity spike (>50% increase),-0.24594963907862244,10629.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,moradabad,244001,CRITICAL,No specific concerns,-0.24593162458743834,8485.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,maharashtra,solapur,413304,CRITICAL,Unusual activity spike (>50% increase),-0.24589101062279362,8407.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,dehradun,248001,CRITICAL,No specific concerns,-0.24585928757194875,7952.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,budaun,243601,CRITICAL,Unusual activity spike (>50% increase),-0.2457703180775701,8320.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,mungeli,495115,CRITICAL,Unusual activity spike (>50% increase),-0.2456093381275799,9991.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,varanasi,221001,CRITICAL,Unusual activity spike (>50% increase),-0.24541779694221844,5894.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,agra,282001,CRITICAL,Unusual activity spike (>50% increase),-0.2452797335118263,6211.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,bilaspur,495001,CRITICAL,Unusual activity spike (>50% increase),-0.2452206755224755,7726.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,indore,452010,CRITICAL,Unusual activity spike (>50% increase),-0.2451770512786684,7451.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttarakhand,dehradun,248001,CRITICAL,Unusual activity spike (>50% increase),-0.2450969293590387,8139.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttarakhand,haridwar,247661,CRITICAL,Unusual activity spike (>50% increase),-0.24492119411118962,8504.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,rampur,244901,CRITICAL,No specific concerns,-0.24484417595335495,11892.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,hathras,204101,CRITICAL,Unusual activity spike (>50% increase),-0.24483681151928494,5233.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,firozabad,283203,CRITICAL,No specific concerns,-0.2447689377537109,12509.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,bihar,araria,854333,CRITICAL,Unusual activity spike (>50% increase),-0.24475671593754733,7305.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttarakhand,haridwar,247667,CRITICAL,Unusual activity spike (>50% increase),-0.2446817854633635,7426.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,delhi,south delhi,110044,CRITICAL,Unusual activity spike (>50% increase),-0.244414101085773,5865.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,malda,732125,CRITICAL,Unusual activity spike (>50% increase),-0.244414101085773,6040.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,punjab,amritsar,143001,CRITICAL,No specific concerns,-0.2443671766051677,10599.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,shahjahanpur,242001,CRITICAL,No specific concerns,-0.24433713501974563,12045.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,aligarh,202001,CRITICAL,No specific concerns,-0.24432514027691754,13029.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,punjab,amritsar,143001,CRITICAL,Unusual activity spike (>50% increase),-0.24432206597824424,8765.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,murshidabad,742202,CRITICAL,Unusual activity spike (>50% increase),-0.24430897681668284,6925.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,haryana,mewat,122508,CRITICAL,Unusual activity spike (>50% increase),-0.24426540559955967,6336.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,gujarat,surat,394210,CRITICAL,No specific concerns,-0.2442619477080208,9753.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,unnao,209801,CRITICAL,Unusual activity spike (>50% increase),-0.24409821787989228,8231.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,buldhana,443301,CRITICAL,Unusual activity spike (>50% increase),-0.24403815865115663,8444.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,assam,nagaon,782124,CRITICAL,Unusual activity spike (>50% increase),-0.24403815865115663,10077.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,durg,491001,CRITICAL,No specific concerns,-0.2440260575182731,9205.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,budaun,243601,CRITICAL,No specific concerns,-0.24402274957190717,9571.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,bihar,araria,854311,CRITICAL,Unusual activity spike (>50% increase),-0.24390735103651828,7053.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,barmer,344702,CRITICAL,Unusual activity spike (>50% increase),-0.24389029952013808,4796.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,south 24 parganas,743502,CRITICAL,Unusual activity spike (>50% increase),-0.24380229786901408,6310.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,delhi,west delhi,110059,CRITICAL,Unusual activity spike (>50% increase),-0.24374024323074373,9806.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,aurangabad,431001,CRITICAL,No specific concerns,-0.2436972594414133,14819.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,bemetara,491335,CRITICAL,Unusual activity spike (>50% increase),-0.24362469453521196,10375.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,dewas,455001,CRITICAL,Unusual activity spike (>50% increase),-0.2433420336658373,8097.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,haryana,faridabad,121004,CRITICAL,No specific concerns,-0.243312103220517,10583.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,delhi,south delhi,110062,CRITICAL,No specific concerns,-0.24319355094569928,7804.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,delhi,north east delhi,110094,CRITICAL,Unusual activity spike (>50% increase),-0.24319355094569928,14365.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,kushinagar,274304,CRITICAL,No specific concerns,-0.2431585677344844,8916.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,gwalior,474001,CRITICAL,No specific concerns,-0.24315004460454304,6596.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,burhanpur,450331,CRITICAL,No specific concerns,-0.2431181304162101,7369.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,hapur,245101,CRITICAL,No specific concerns,-0.24311506342803957,9510.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,bahraich,271855,CRITICAL,Unusual activity spike (>50% increase),-0.24289656289543005,5275.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,fatehpur,212601,CRITICAL,Unusual activity spike (>50% increase),-0.24273569028926456,5625.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,lalitpur,284403,CRITICAL,Unusual activity spike (>50% increase),-0.24273569028926456,5854.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,jabalpur,482001,CRITICAL,No specific concerns,-0.24268762642466413,8884.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,kondagaon,494226,CRITICAL,Unusual activity spike (>50% increase),-0.24265465470308445,7416.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,kanpur nagar,208001,CRITICAL,Unusual activity spike (>50% increase),-0.24261403891405264,8974.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,shahjahanpur,242221,CRITICAL,Unusual activity spike (>50% increase),-0.2423158472679603,6027.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,gaya,824201,CRITICAL,Unusual activity spike (>50% increase),-0.2422413993117294,6528.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,amroha,244221,CRITICAL,Unusual activity spike (>50% increase),-0.24222238746555125,8838.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,lucknow,226003,CRITICAL,Unusual activity spike (>50% increase),-0.24222238746555125,7416.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,balrampur,271604,CRITICAL,No specific concerns,-0.24207214066950455,7827.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,rajasthan,ajmer,305901,CRITICAL,Unusual activity spike (>50% increase),-0.2419587245723771,4516.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,pilibhit,262001,CRITICAL,No specific concerns,-0.24194178733873195,12213.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,delhi,north east delhi,110053,CRITICAL,Unusual activity spike (>50% increase),-0.24187182050184886,6495.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,purnia,854315,CRITICAL,Unusual activity spike (>50% increase),-0.24176368508206703,9778.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,bilaspur,495001,CRITICAL,No specific concerns,-0.24160188339455968,10193.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,kawardha,491559,CRITICAL,Unusual activity spike (>50% increase),-0.24157042007377738,10962.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,haryana,gurgaon,122001,CRITICAL,Unusual activity spike (>50% increase),-0.24156895956388913,7982.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,gautam buddha nagar,201301,CRITICAL,Unusual activity spike (>50% increase),-0.24156895956388913,6699.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,akola,444001,CRITICAL,Unusual activity spike (>50% increase),-0.2414258638406177,5111.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,burhanpur,450331,CRITICAL,Unusual activity spike (>50% increase),-0.2413679623958216,5458.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,jharkhand,west singhbhum,833214,CRITICAL,Unusual activity spike (>50% increase),-0.2413679623958216,5967.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,baran,325216,CRITICAL,Unusual activity spike (>50% increase),-0.24129475342701157,5054.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,uttar dinajpur,733202,CRITICAL,Unusual activity spike (>50% increase),-0.24127403893877952,6501.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,bareilly,243201,CRITICAL,Unusual activity spike (>50% increase),-0.24123064424125717,6230.0,SURGING,Maintain current service levels; can serve as model regions
